epoch,acc,loss,lr,val_acc,val_loss
50,0.88004848916317302,0.76661548933267498,0.001,0.82819331217696734,1.032369637987961
51,0.8839808408869031,0.74959239723709048,0.001,0.8259482454157715,1.0093355756426878
52,0.88300514459454904,0.7522710506134006,0.001,0.77702942231044303,1.2467373292890971
53,0.88593223349275896,0.74023430930835732,0.001,0.82594824530308397,1.0306340593065084
54,0.88612441606055226,0.73793705007339261,0.001,0.78317381555161036,1.1477160499998262
55,0.88945065342789953,0.72860328383564443,0.001,0.77962897331117664,1.2031458942768747
56,0.88877062267515849,0.72654898200069773,0.001,0.74937965272518947,1.5056675521811596
57,0.89320560583984554,0.71581659298829625,0.001,0.82417582430964054,1.0159318123418193
58,0.9451392584849162,0.51171677429864548,0.000316228,0.91823230532907951,0.65671317475309443
59,0.95037253859140258,0.45543467704376106,0.000316228,0.91468746318724736,0.64076470700854682
60,0.9516882502583649,0.43183195180003614,0.000316228,0.91492378601125834,0.61045761565416679
61,0.95329962746141561,0.40806033833206923,0.000316228,0.90783410138248843,0.63642874229085311
62,0.95399444149483825,0.39187046713313317,0.000316228,0.9234314074221055,0.595873272751404
63,0.95347702680139668,0.38164197935632838,0.000316228,0.91905943518846744,0.57839051425689414
64,0.95427532377491742,0.36987482701700786,0.000316228,0.91374217180668793,0.58227579587742351
65,0.95424846263008511,0.36307876914485854,0.000316228,0.9203592107944788,0.56321126805768285
66,0.95622412773506804,0.35091317886963602,0.000316228,0.9169325299484431,0.5771831024993217
67,0.95486665484004496,0.34858267942310106,0.000316228,0.92213163180905111,0.55298894247792652
68,0.95551711904199688,0.34246503488203023,0.000316228,0.9057071961424642,0.61304413136981784
69,0.95460055585122106,0.33748763250621555,0.000316228,0.89613612194257353,0.6407903095311791
70,0.95533971972316356,0.33301649419618917,0.000316228,0.90937019980546785,0.61406545683831371
71,0.9558719177078604,0.32797127211899629,0.000316228,0.91858678955453144,0.55833318112914365
72,0.95662586482876288,0.32563998571280212,0.000316228,0.9104336523691362,0.57811727717344497
73,0.95631541600846837,0.3200236487999073,0.000316228,0.91078813670727565,0.57602245218080783
74,0.97294660281700773,0.26579201678431486,0.0001,0.93772893772893773,0.4564465037350619
75,0.9756223759683047,0.24923742320964609,0.0001,0.93867422899680963,0.44982439551943093
76,0.97563715924546157,0.24443285474210605,0.0001,0.93902871322226156,0.45751209823456723
77,0.97658328899760027,0.23731318335947355,0.0001,0.93985584308164949,0.4519981736887097
78,0.9769972207438945,0.23285782651143172,0.0001,0.93843790617984169,0.4648124139655162
79,0.97655372242918814,0.2291977258792233,0.0001,0.93548387096774188,0.46382759337861612
80,0.97730766956418902,0.2238540103884058,0.0001,0.93997400449013357,0.4343257324553742
81,0.97720418664523845,0.22084684481140596,0.0001,0.93961952026468154,0.44734344856544378
82,0.97710070369104185,0.21709837464865839,0.0001,0.93843790617984169,0.44000561130563798
83,0.97792856720477794,0.21359245310190067,0.0001,0.94056481153255345,0.43496888440529757
84,0.97810596653066051,0.20962439247022452,0.0001,0.93891055181377758,0.44157659074635591
85,0.97801726686771928,0.20835989346228445,0.0001,0.93938319744771359,0.43637362478557779
86,0.97791508987701037,0.2038966528119743,0.0001,0.93926503603922962,0.42690172858213149
87,0.97888823181549378,0.20181293166438058,0.0001,0.93808342195438965,0.44185929234380295
88,0.97899296316712259,0.19817881598336404,0.0001,0.93820158336287374,0.4360602314602775
89,0.97832771569506294,0.19727402983823594,0.0001,0.93666548505258185,0.44568602792882589
90,0.97865294779251433,0.19448011593515266,0.0001,0.93938319744771359,0.44096979511012341
91,0.97804683343613141,0.19414215474346261,0.0001,0.93323880420654615,0.44409168039133939
92,0.97891904678838737,0.18976325710431244,0.0001,0.93252983575564219,0.44915905490237656
93,0.98254094968477379,0.1777774658001024,3.16228e-05,0.94233723265981328,0.41055797350353118
94,0.98320619715683333,0.17308887928489902,3.16228e-05,0.94280987829374929,0.4046013509601788
95,0.98359056235586306,0.17102529419835319,3.16228e-05,0.94139194139194138,0.40389171372656701
96,0.98347229613860798,0.16971236669145254,3.16228e-05,0.94458229942100913,0.39748949300562475
97,0.98400449413740332,0.16822856551870138,3.16228e-05,0.94269171688526532,0.40426135052430862
98,0.98422624328065811,0.16615553111953474,3.16228e-05,0.94115561857497343,0.40665386611725385
99,0.98391579445331445,0.16501605002815667,3.16228e-05,0.94351884674465325,0.40180000356258433
100,0.98410797707045228,0.16489932513252509,3.16228e-05,0.94387333097010517,0.39581687101535479
101,0.98435929276802081,0.16193253324594498,3.16228e-05,0.94044665012406947,0.40114786256244245
102,0.98496540713850211,0.16139356451407871,3.16228e-05,0.9437551695616212,0.40251981093291062
103,0.9844184258766483,0.1607216793866888,3.16228e-05,0.94387333097010517,0.39741525193428751
104,0.98444799243096215,0.15993282389499119,3.16228e-05,0.94292803970223327,0.39886895315040444
105,0.98477322452841343,0.15834680953712976,3.16228e-05,0.94139194139194138,0.41238441757666761
106,0.98422624327360886,0.15767620195411125,3.16228e-05,0.94280987829374929,0.39817268729762773
107,0.98600023653243452,0.15395892455483956,1e-05,0.9437551695616212,0.39765847710364116
108,0.98644373485419012,0.15265696015323288,1e-05,0.94316436251920122,0.3943489322908294
109,0.98570457098929687,0.15304241220388975,1e-05,0.94434597660404107,0.39471270968013095
110,0.98613328602684647,0.15195883361132662,1e-05,0.94387333097010517,0.39438786933139808
111,0.98625155225819994,0.15059124232906951,1e-05,0.94351884674465325,0.39463148121255998
112,0.98602980308674826,0.15106068916072951,1e-05,0.94351884674465325,0.39382586114590123
113,0.98625155225115069,0.15087517958157984,1e-05,0.94328252392768519,0.39184921799604172
114,0.98594110342380703,0.14951779299005527,1e-05,0.94340068533616916,0.39364409067892625
115,0.98580805392939508,0.14958045588690952,1e-05,0.94340068533616916,0.39256320540647649
116,0.98607415292526812,0.14882831953862016,1e-05,0.9408011343495214,0.39259172863593611
117,0.98579327065223821,0.14937232603093689,1e-05,0.94410965378707312,0.39615212429834712
118,0.98614806930400334,0.14801301379586146,1e-05,0.94410965378707312,0.39134343609550132
119,0.98601501980959139,0.14878809614805655,1e-05,0.94304620111071724,0.39397776328026368
